City,Date,Crop,Price
Burewala,2020-11-05,Brown Sugar(شکر),8750
Burewala,2020-11-07,Brown Sugar(شکر),8750
Burewala,2020-11-09,Brown Sugar(شکر),10250
Burewala,2020-11-10,Brown Sugar(شکر),10000
Burewala,2020-11-11,Brown Sugar(شکر),9625
Burewala,2020-11-14,Brown Sugar(شکر),9375
Burewala,2020-11-16,Brown Sugar(شکر),9000
Burewala,2020-11-17,Brown Sugar(شکر),9625
Burewala,2020-11-18,Brown Sugar(شکر),10250
Burewala,2020-11-19,Brown Sugar(شکر),9625
Burewala,2020-11-24,Brown Sugar(شکر),9375
Burewala,2020-11-25,Brown Sugar(شکر),9625
Burewala,2020-11-26,Brown Sugar(شکر),10250
Burewala,2020-11-28,Brown Sugar(شکر),10000
Burewala,2020-11-30,Brown Sugar(شکر),10375
Burewala,2021-11-01,Brown Sugar(شکر),11250
Burewala,2021-11-02,Brown Sugar(شکر),12125
Burewala,2021-11-03,Brown Sugar(شکر),11250
Burewala,2021-11-04,Brown Sugar(شکر),11750
Burewala,2021-11-06,Brown Sugar(شکر),11875
Burewala,2021-11-08,Brown Sugar(شکر),12500
Burewala,2021-11-09,Brown Sugar(شکر),14375
Burewala,2021-11-10,Brown Sugar(شکر),14375
Burewala,2021-11-11,Brown Sugar(شکر),13750
Burewala,2021-11-13,Brown Sugar(شکر),13500
Burewala,2021-11-15,Brown Sugar(شکر),13250
Burewala,2021-11-16,Brown Sugar(شکر),12250
Burewala,2021-11-17,Brown Sugar(شکر),12875
Burewala,2021-11-18,Brown Sugar(شکر),12500
Burewala,2021-11-20,Brown Sugar(شکر),11875
Burewala,2021-11-22,Brown Sugar(شکر),11875
Burewala,2021-11-23,Brown Sugar(شکر),12625
Burewala,2021-11-24,Brown Sugar(شکر),12250
Burewala,2021-11-25,Brown Sugar(شکر),12250
Burewala,2021-11-27,Brown Sugar(شکر),13125
Burewala,2021-11-29,Brown Sugar(شکر),11250
Burewala,2021-11-30,Brown Sugar(شکر),11500
Burewala,2022-11-01,Brown Sugar(شکر),11875
Burewala,2022-11-03,Brown Sugar(شکر),12500
Burewala,2022-11-05,Brown Sugar(شکر),11625
Burewala,2022-11-07,Brown Sugar(شکر),12500
Burewala,2022-11-08,Brown Sugar(شکر),12500
Burewala,2022-11-10,Brown Sugar(شکر),11063
Burewala,2022-11-12,Brown Sugar(شکر),11250
Burewala,2022-11-14,Brown Sugar(شکر),11250
Burewala,2022-11-15,Brown Sugar(شکر),11250
Burewala,2022-11-16,Brown Sugar(شکر),11000
Burewala,2022-11-19,Brown Sugar(شکر),11250
Burewala,2022-11-21,Brown Sugar(شکر),11250
Burewala,2022-11-22,Brown Sugar(شکر),11875
Burewala,2022-11-23,Brown Sugar(شکر),11875
Burewala,2022-11-24,Brown Sugar(شکر),12500
Burewala,2022-11-26,Brown Sugar(شکر),12500
Burewala,2022-11-28,Brown Sugar(شکر),11500
Burewala,2022-11-29,Brown Sugar(شکر),11500
Burewala,2022-11-30,Brown Sugar(شکر),11500
Burewala,2019-10-10,Brown Sugar(شکر),11125
Burewala,2019-10-15,Brown Sugar(شکر),11000
Burewala,2019-10-16,Brown Sugar(شکر),11125
Burewala,2019-10-17,Brown Sugar(شکر),9250
Burewala,2019-10-19,Brown Sugar(شکر),10750
Burewala,2019-10-21,Brown Sugar(شکر),9875
Burewala,2019-10-22,Brown Sugar(شکر),9875
Burewala,2019-10-23,Brown Sugar(شکر),11125
Burewala,2019-10-26,Brown Sugar(شکر),8500
Burewala,2019-10-29,Brown Sugar(شکر),10500
Burewala,2020-10-01,Brown Sugar(شکر),10000
Burewala,2020-10-05,Brown Sugar(شکر),9625
Burewala,2020-10-06,Brown Sugar(شکر),9750
Burewala,2020-10-07,Brown Sugar(شکر),9625
Burewala,2020-10-08,Brown Sugar(شکر),10000
Burewala,2020-10-10,Brown Sugar(شکر),10000
Burewala,2020-10-12,Brown Sugar(شکر),9875
Burewala,2020-10-13,Brown Sugar(شکر),10000
Burewala,2020-10-14,Brown Sugar(شکر),10000
Burewala,2020-10-17,Brown Sugar(شکر),10500
Burewala,2020-10-19,Brown Sugar(شکر),10250
Burewala,2020-10-20,Brown Sugar(شکر),10625
Burewala,2020-10-21,Brown Sugar(شکر),9625
Burewala,2020-10-22,Brown Sugar(شکر),10000
Burewala,2020-10-24,Brown Sugar(شکر),9625
Burewala,2020-10-26,Brown Sugar(شکر),8500
Burewala,2020-10-27,Brown Sugar(شکر),9375
Burewala,2020-10-28,Brown Sugar(شکر),8750
Burewala,2020-10-29,Brown Sugar(شکر),8750
Burewala,2020-10-31,Brown Sugar(شکر),8750
Burewala,2021-10-02,Brown Sugar(شکر),11875
Burewala,2021-10-04,Brown Sugar(شکر),12500
Burewala,2021-10-05,Brown Sugar(شکر),11250
Burewala,2021-10-06,Brown Sugar(شکر),11250
Burewala,2021-10-07,Brown Sugar(شکر),11250
Burewala,2021-10-09,Brown Sugar(شکر),11250
Burewala,2021-10-12,Brown Sugar(شکر),11875
Burewala,2021-10-13,Brown Sugar(شکر),11875
Burewala,2021-10-14,Brown Sugar(شکر),11250
Burewala,2021-10-16,Brown Sugar(شکر),11875
Burewala,2021-10-18,Brown Sugar(شکر),10000
Burewala,2021-10-20,Brown Sugar(شکر),10000
Burewala,2021-10-21,Brown Sugar(شکر),12500
Burewala,2021-10-23,Brown Sugar(شکر),11625
Burewala,2021-10-26,Brown Sugar(شکر),13125
Burewala,2021-10-27,Brown Sugar(شکر),12500
Burewala,2021-10-28,Brown Sugar(شکر),12500
Burewala,2021-10-29,Brown Sugar(شکر),12125
Burewala,2022-10-01,Brown Sugar(شکر),12500
Burewala,2022-10-03,Brown Sugar(شکر),12500
Burewala,2022-10-04,Brown Sugar(شکر),11875
Burewala,2022-10-05,Brown Sugar(شکر),11250
Burewala,2022-10-06,Brown Sugar(شکر),9375
Burewala,2022-10-08,Brown Sugar(شکر),9375
Burewala,2022-10-10,Brown Sugar(شکر),11125
Burewala,2022-10-11,Brown Sugar(شکر),13125
Burewala,2022-10-12,Brown Sugar(شکر),11250
Burewala,2022-10-13,Brown Sugar(شکر),11250
Burewala,2022-10-15,Brown Sugar(شکر),10125
Burewala,2022-10-17,Brown Sugar(شکر),10000
Burewala,2022-10-18,Brown Sugar(شکر),10000
